[RESULT]
회차,상 승,상 승,상 승,상 승,하 강,하 강,하 강,하 강,     
회차,Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),결 과
1,1.118,2.704,1.036,2.643,-0.017,2.727,0.024,2.999,OK

[TQ_DATA]
No,L-UP,R-UP,L-DN,R-DN
1,0.205078125,-0.068359375,-0.09765625,0.0390625
2,0.21484375,0.126953125,0.01953125,0.05859375
3,0.146484375,0.078125,-0.0390625,0.009765625
4,0.166015625,-0.0390625,0.009765625,0.068359375
5,0.166015625,0.146484375,0.01953125,0.17578125
6,0.17578125,0.09765625,-0.048828125,0.048828125
7,0.15625,0.048828125,-0.0390625,-0.0390625
8,0.1953125,0.126953125,-0.0390625,0.009765625
9,0.078125,0.068359375,0.068359375,0.05859375
10,0.17578125,0.224609375,0.09765625,0.05859375
11,0.107421875,0.146484375,-0.048828125,-0.05859375
12,0.2734375,0.1953125,0,-0.009765625
13,0.146484375,0.146484375,0.029296875,0.078125
14,0.15625,0.13671875,0,-0.087890625
15,-0.09765625,0.146484375,-0.01953125,0.0390625
16,0.205078125,0.1953125,0.0390625,-0.01953125
17,0.185546875,0.126953125,-0.029296875,0.166015625
18,-0.048828125,0.068359375,0.009765625,0.009765625
19,0.185546875,0.126953125,0.068359375,0
20,0.205078125,0.107421875,-0.05859375,0.15625
21,0.341796875,0.05859375,0,0.009765625
22,0.15625,-0.009765625,0.078125,-0.029296875
23,0.15625,0.107421875,0.009765625,0.205078125
24,0.3515625,0.048828125,-0.009765625,0.078125
25,0.15625,-0.05859375,-0.048828125,0.01953125
26,0.15625,0.048828125,0.009765625,-0.09765625
27,0.419921875,0.087890625,0.009765625,0.0390625
28,0.1953125,0.205078125,-0.009765625,0.01953125
29,0.244140625,0.078125,0.009765625,-0.146484375
30,-0.078125,0.126953125,0.048828125,0
31,0.2734375,0.166015625,-0.01953125,0.029296875
32,0.185546875,0.087890625,0.009765625,0.107421875
33,0.029296875,0.107421875,-0.0390625,-0.01953125
34,0.17578125,0.185546875,0.09765625,0
35,0.126953125,0.05859375,0.0390625,0.078125
36,0.25390625,0.126953125,-0.0390625,-0.126953125
37,0.17578125,0.01953125,-0.05859375,0.029296875
38,0.234375,0.078125,0.048828125,0.166015625
39,0.3125,0.048828125,0.009765625,-0.009765625
40,0.185546875,0.078125,-0.029296875,0.01953125
41,0.185546875,0.107421875,-0.05859375,-0.009765625
42,0.283203125,0.048828125,0.01953125,0.0390625
43,0.068359375,0.05859375,-0.01953125,-0.029296875
44,0.15625,0.1171875,0.01953125,-0.0390625
45,0.15625,0.087890625,-0.048828125,0.048828125
46,0.13671875,0.107421875,-0.029296875,-0.01953125
47,0.15625,0.107421875,-0.009765625,0.01953125
48,0.107421875,0.126953125,-0.01953125,-0.01953125
49,0.234375,0.029296875,-0.009765625,0.029296875
50,0.205078125,0.09765625,-0.029296875,0.09765625
51,0.185546875,0.126953125,0.009765625,-0.078125
52,0.146484375,0.166015625,0,0.009765625
53,0.21484375,0.13671875,0.029296875,0.009765625
54,0.185546875,0.146484375,-0.107421875,-0.068359375
55,0.0390625,0.15625,0.01953125,0.029296875
56,0.185546875,0.1171875,0.01953125,-0.048828125
57,0.15625,0.17578125,0.01953125,0.185546875
58,0.0390625,0.126953125,-0.01953125,0.0390625
59,0.185546875,0.068359375,-0.107421875,-0.029296875
60,0.263671875,0.146484375,0.0390625,0.13671875
61,0.302734375,0.107421875,0,0.029296875
62,0.126953125,0.166015625,-0.185546875,0.068359375
63,0.234375,0.13671875,-0.0390625,0.21484375
64,0.439453125,0.029296875,-0.009765625,0
65,0.224609375,0.05859375,0.13671875,0.0390625
66,0.17578125,0.1171875,0.009765625,-0.17578125
67,0.48828125,0.205078125,0.048828125,0.029296875
68,0.205078125,0.654296875,0.205078125,0.05859375
69,0.166015625,0.13671875,0.029296875,-0.1171875
70,-0.09765625,0.0390625,-0.0390625,0.029296875
71,0.21484375,0.48828125,0.1171875,0.009765625
72,0.1953125,0.107421875,0,0.146484375
73,-0.2734375,0.146484375,-0.029296875,-0.029296875
74,0.21484375,0.64453125,-0.048828125,0.0390625
75,0.205078125,0.126953125,-0.01953125,0.1171875
76,0.3125,0.146484375,0,0.01953125
77,0.166015625,0.0390625,-0.068359375,0.009765625
78,0.1953125,0.1171875,-0.029296875,0.15625
79,0.361328125,0.1171875,0.0390625,0.009765625
80,0.15625,0.048828125,-0.01953125,0.0390625
81,0.21484375,0.13671875,0.0390625,0
82,0.3515625,0.068359375,0.048828125,0.029296875
83,0.1953125,0.146484375,0.0390625,-0.0390625
84,0.25390625,0.126953125,-0.01953125,-0.05859375
85,0.146484375,0.068359375,-0.01953125,0
86,0.25390625,0.185546875,0.048828125,0
87,0.17578125,0.13671875,-0.009765625,0.166015625
88,0.068359375,0.146484375,-0.0390625,-0.01953125
89,0.205078125,0.1953125,-0.029296875,0.009765625
90,0.126953125,0.146484375,0.05859375,0.185546875
91,0.126953125,0.078125,0.029296875,0.01953125
92,0.244140625,0.1953125,-0.01953125,0.05859375
93,0.205078125,0.09765625,-0.01953125,0.13671875
94,0.166015625,0.1171875,-0.01953125,-0.009765625
95,0.166015625,0.078125,0.15625,0.01953125
96,0.205078125,0.09765625,0.048828125,-0.126953125
97,0.205078125,0.15625,0,0.0390625
98,0.185546875,0.087890625,0.13671875,0.01953125
99,0.166015625,0.146484375,0.009765625,-0.107421875
100,0.263671875,0.126953125,-0.0390625,0.078125
101,0.205078125,0.13671875,0.068359375,-0.009765625
102,0.166015625,0.1171875,0.029296875,0.107421875
103,0.185546875,0.068359375,-0.029296875,-0.078125
104,0.205078125,0.068359375,-0.09765625,-0.029296875
105,0.166015625,0.146484375,-0.166015625,0.09765625
106,0.1953125,0.078125,0.068359375,0.01953125
107,0.166015625,0.1953125,-0.126953125,0.029296875
108,0.224609375,0.0390625,-0.029296875,0.107421875
109,0.17578125,0.126953125,0.01953125,0
110,0.13671875,0.15625,0.107421875,0.068359375
111,0.205078125,0.13671875,0,-0.05859375
112,0.205078125,0.126953125,0.009765625,-0.2734375
113,0.21484375,0.13671875,0.078125,0.05859375
114,0.15625,0.146484375,0.13671875,-0.087890625
115,0.166015625,0.068359375,-0.078125,-0.126953125
116,0.185546875,0.107421875,0.068359375,0.029296875
117,0.185546875,0.15625,0.205078125,0.01953125
118,0.17578125,0.107421875,0.009765625,-0.1953125
119,0.224609375,0.13671875,0.078125,-0.009765625
