[RESULT]
회차,상 승,상 승,상 승,상 승,하 강,하 강,하 강,하 강,     
회차,Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),결 과
1,1.154,2.984,1.008,3.250,-0.057,2.279,-0.089,2.488,OK

[TQ_DATA]
No,L-UP,R-UP,L-DN,R-DN
1,0.05859375,0.068359375,-0.009765625,0.009765625
2,0.048828125,0.078125,0,-0.009765625
3,0.05859375,0.1171875,-0.0390625,-0.107421875
4,0.048828125,0.0390625,-0.0390625,-0.0390625
5,0.068359375,0.068359375,0.107421875,0.009765625
6,0.05859375,0.087890625,0.009765625,-0.107421875
7,0.15625,0,-0.009765625,-0.048828125
8,0.068359375,0.09765625,0.087890625,-0.224609375
9,0.087890625,0.0390625,0,-0.107421875
10,0.078125,0.244140625,0.0390625,-0.087890625
11,0.0390625,0.05859375,-0.13671875,-0.1953125
12,-0.25390625,0.048828125,0,0.048828125
13,0.107421875,0.185546875,0,-0.107421875
14,0.087890625,0.078125,-0.0390625,-0.126953125
15,-0.166015625,0.09765625,0,0.048828125
16,0.01953125,0.146484375,0.01953125,-0.068359375
17,0.0390625,0.126953125,-0.09765625,0.09765625
18,0.05859375,0.146484375,0,-0.029296875
19,0.107421875,-0.01953125,0.029296875,-0.078125
20,0.01953125,0.078125,0.048828125,0.166015625
21,0.068359375,0.107421875,0,-0.029296875
22,0.01953125,-0.0390625,0.05859375,-0.0390625
23,-0.15625,0.068359375,0.1171875,-0.15625
24,0.068359375,0.087890625,-0.0390625,-0.01953125
25,-0.01953125,0.1171875,0.048828125,-0.01953125
26,-0.15625,0.09765625,-0.029296875,-0.13671875
27,0.087890625,0.05859375,-0.009765625,-0.107421875
28,0.05859375,0.126953125,0.15625,-0.048828125
29,0.322265625,0.029296875,-0.029296875,-0.1171875
30,0.09765625,0.01953125,0.01953125,-0.05859375
31,0.1171875,0.05859375,-0.087890625,-0.087890625
32,0.009765625,0.0390625,-0.009765625,0.009765625
33,0.029296875,-0.009765625,-0.01953125,-0.029296875
34,0.1171875,0.107421875,-0.078125,-0.029296875
35,-0.0390625,0.068359375,-0.009765625,-0.01953125
36,0.048828125,0.05859375,0.068359375,-0.009765625
37,0.068359375,0.078125,-0.09765625,-0.05859375
38,-0.009765625,0,0.0390625,-0.01953125
39,0.0390625,-0.087890625,0.01953125,-0.01953125
40,0.068359375,0.087890625,0.0390625,-0.01953125
41,0.078125,0.087890625,-0.01953125,-0.01953125
42,0.1171875,0.087890625,0.029296875,-0.01953125
43,0.01953125,0.01953125,-0.009765625,0.068359375
44,-0.029296875,0.078125,0,-0.0390625
45,0.107421875,-0.09765625,-0.048828125,-0.029296875
46,0.078125,0.087890625,-0.01953125,-0.05859375
47,0.263671875,0.09765625,0.029296875,-0.009765625
48,0.05859375,0.01953125,0.078125,-0.048828125
49,0.1171875,0.01953125,0.029296875,-0.0390625
50,0.1953125,0.05859375,0.029296875,0
51,0.09765625,-0.05859375,-0.078125,-0.009765625
52,0.068359375,0.107421875,-0.01953125,-0.05859375
53,-0.009765625,0.087890625,-0.01953125,-0.0390625
54,0.048828125,0.15625,-0.05859375,-0.01953125
55,0.078125,0.0390625,0.01953125,-0.009765625
56,0.0390625,0.029296875,-0.009765625,0.029296875
57,0.078125,0.17578125,-0.068359375,0
58,-0.166015625,0.068359375,-0.009765625,-0.029296875
59,-0.05859375,0.048828125,-0.0390625,-0.078125
60,0.068359375,-0.009765625,-0.029296875,-0.029296875
61,-0.126953125,0.078125,0,0
62,0.087890625,0.029296875,-0.068359375,-0.09765625
63,0.107421875,0.048828125,-0.01953125,0
64,-0.166015625,0.087890625,0.0390625,-0.048828125
65,0.146484375,0.078125,0.458984375,-0.01953125
66,0.09765625,0.029296875,0,0
67,0.205078125,0.029296875,-0.009765625,-0.09765625
