[RESULT]
회차,상 승,상 승,상 승,상 승,하 강,하 강,하 강,하 강,     
회차,Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),결 과
2,1.116,2.008,0.938,2.358,-0.069,15.266,-0.081,2.386,NG

[TQ_DATA]
No,L-UP,R-UP,L-DN,R-DN
1,0.380859375,0.263671875,-0.068359375,-0.01953125
2,0.380859375,0.3515625,-0.09765625,0.029296875
3,0.56640625,0.361328125,-0.01953125,-0.107421875
4,0.41015625,0.15625,0,-0.05859375
5,0.380859375,0.390625,0.09765625,0.01953125
6,0.537109375,0.361328125,-0.009765625,-0.146484375
7,0.4296875,0.185546875,0.0390625,0.05859375
8,0.41015625,0.361328125,0.0390625,0.009765625
9,0.21484375,0.322265625,-0.029296875,-0.09765625
10,0.44921875,0.48828125,-0.13671875,0.029296875
11,0.37109375,0.439453125,-0.17578125,0.009765625
12,0.3125,0.341796875,-0.01953125,0.068359375
13,0.322265625,0.439453125,-0.15625,0.009765625
14,0.380859375,0.3515625,-0.068359375,0.009765625
15,0.263671875,0.458984375,-0.029296875,0.05859375
16,0.3125,0.44921875,0.009765625,0
17,0.33203125,0.302734375,-0.21484375,-0.01953125
18,0.44921875,0.41015625,0.048828125,0.087890625
19,0.439453125,0.3515625,0,-0.068359375
20,0.439453125,0.41015625,0,-0.0390625
21,0.439453125,0.380859375,-0.01953125,-0.048828125
22,0.46875,0.380859375,-0.0390625,-0.048828125
23,0.341796875,0.361328125,-0.048828125,0.185546875
24,0.3515625,0.3515625,-0.05859375,-0.029296875
25,0.400390625,0.37109375,-0.13671875,-0.0390625
26,0.361328125,0.41015625,-0.048828125,0.166015625
27,0.3515625,0.380859375,-0.0390625,0.048828125
28,0.41015625,0.341796875,-0.13671875,0.009765625
29,0.400390625,0.29296875,-0.009765625,0.166015625
30,0.37109375,0.419921875,0.009765625,0.048828125
31,0.380859375,0.37109375,0.09765625,-0.029296875
32,0.41015625,0.33203125,0.01953125,-0.17578125
33,0.37109375,0.3515625,-0.087890625,-0.15625
34,0.439453125,0.3125,0.185546875,-0.009765625
35,0.361328125,0.41015625,-0.0390625,-0.185546875
36,0.3515625,0.361328125,0.01953125,-0.01953125
37,0.3125,0.341796875,0.078125,-0.068359375
38,0.322265625,0.380859375,-0.048828125,0.1171875
39,0.380859375,0.37109375,0.01953125,-0.107421875
40,0.341796875,0.37109375,-0.048828125,-0.01953125
41,0.25390625,0.498046875,0.009765625,0.1171875
42,0.4296875,0.380859375,-0.0390625,0.068359375
43,0.576171875,0.37109375,-0.107421875,0
44,0.546875,0.29296875,-0.0390625,0.17578125
45,0.341796875,0.3515625,0.087890625,0.05859375
46,0.537109375,0.341796875,-0.087890625,0.0390625
47,0.52734375,0.37109375,-0.01953125,-0.068359375
48,0.400390625,0.33203125,0.107421875,-0.048828125
49,0.341796875,0.302734375,0.01953125,-0.068359375
50,0.556640625,0.48828125,0.01953125,-0.0390625
51,0.37109375,0.46875,-0.087890625,-0.0390625
52,0.29296875,0.322265625,-0.0390625,-0.029296875
53,0.21484375,0.458984375,0.01953125,0.029296875
54,0.3515625,0.44921875,0.029296875,-0.01953125
55,0.263671875,0.400390625,0.029296875,-0.009765625
56,0.21484375,0.419921875,-0.009765625,-0.009765625
57,0.400390625,0.4296875,-0.1171875,0.029296875
58,0.361328125,0.439453125,0.068359375,-0.185546875
59,0.48828125,0.3515625,-0.107421875,0.0390625
60,0.361328125,0.244140625,-0.0390625,-0.029296875
61,0.4296875,0.380859375,-0.05859375,-0.166015625
62,0.5078125,0.419921875,-0.05859375,0.009765625
63,0.37109375,0.234375,-0.01953125,-0.048828125
64,0.44921875,0.33203125,-0.01953125,0.009765625
65,0.458984375,0.283203125,0.009765625,0.009765625
66,0.341796875,0.44921875,0.01953125,-0.009765625
67,0.419921875,0.361328125,-0.029296875,-0.15625
68,0.341796875,0.3125,0.009765625,-0.05859375
69,0.37109375,0.458984375,0.01953125,0
70,0.458984375,0.361328125,-0.01953125,-0.13671875
71,0.29296875,0.458984375,-0.05859375,-0.009765625
72,0.341796875,0.458984375,0.048828125,-0.078125
73,0.25390625,0.283203125,0,0.15625
74,0.390625,0.458984375,-0.009765625,-0.05859375
75,0.33203125,0.341796875,-0.05859375,-0.087890625
76,0.361328125,0.322265625,0.048828125,0.13671875
77,0.3125,0.439453125,-0.068359375,-0.0390625
78,0.439453125,0.29296875,-0.146484375,0.01953125
79,0.390625,0.400390625,-0.009765625,0.166015625
80,0.341796875,0.2734375,-0.1171875,-0.029296875
81,0.361328125,0.4296875,-0.009765625,0.05859375
82,0.44921875,0.390625,-0.009765625,-0.1171875
83,0.380859375,0.3125,-0.185546875,0
84,0.380859375,0.380859375,0.009765625,0.068359375
85,0.439453125,0.37109375,-0.01953125,-0.087890625
86,0.37109375,0.37109375,-0.01953125,0.01953125
87,0.322265625,0.3515625,0.048828125,-0.1171875
88,0.341796875,0.400390625,0.048828125,-0.029296875
89,0.361328125,0.302734375,0.0390625,0.029296875
90,0.341796875,0.390625,-0.009765625,-0.01953125
91,0.37109375,0.3515625,-0.078125,0.01953125
