[RESULT]
회차,상 승,상 승,상 승,상 승,하 강,하 강,하 강,하 강,     
회차,Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),결 과
11,1.618,2.590,1.516,2.699,0.083,4.416,0.046,2.710,NG

[TQ_DATA]
No,L-UP,R-UP,L-DN,R-DN
1,0.64453125,0.830078125,-0.009765625,0.107421875
2,0.625,0.859375,-0.0390625,0.048828125
3,0.56640625,0.888671875,-0.1953125,0.01953125
4,0.654296875,0.8203125,0.01953125,0.087890625
5,0.673828125,0.810546875,0,0.068359375
6,0.703125,0.810546875,-0.087890625,0.01953125
7,0.5859375,0.7421875,0.01953125,0.09765625
8,0.673828125,0.751953125,0.05859375,-0.0390625
9,0.60546875,0.8203125,0.390625,0.09765625
10,0.78125,0.8203125,-0.009765625,-0.09765625
11,0.634765625,0.76171875,0.029296875,0.068359375
12,0.654296875,0.8203125,0.341796875,0.0390625
13,0.8203125,0.76171875,-0.009765625,-0.048828125
14,0.615234375,0.83984375,0.029296875,0.029296875
15,0.5859375,0.87890625,0.244140625,-0.01953125
16,0.654296875,0.927734375,0.01953125,0.244140625
17,0.654296875,0.966796875,-0.009765625,-0.009765625
18,0.576171875,0.869140625,-0.224609375,0.048828125
19,0.546875,0.927734375,0.048828125,0.25390625
20,0.64453125,0.8984375,-0.009765625,0.048828125
21,0.595703125,0.859375,-0.146484375,0.107421875
22,0.498046875,0.732421875,-0.009765625,0.283203125
23,0.72265625,0.947265625,-0.068359375,-0.048828125
24,0.712890625,0.8203125,0.09765625,0.009765625
25,0.68359375,0.72265625,0.029296875,0.09765625
26,0.634765625,0.693359375,-0.0390625,0.0390625
27,0.712890625,0.78125,0.126953125,0.087890625
28,0.60546875,0.751953125,-0.009765625,0.009765625
29,0.634765625,0.6640625,0,0.01953125
30,0.576171875,0.810546875,0.146484375,0.078125
31,0.7421875,0.986328125,0.01953125,0.009765625
32,0.625,0.908203125,0.05859375,-0.01953125
33,0.5078125,0.83984375,0.0390625,0.029296875
34,0.46875,0.947265625,0.009765625,-0.087890625
35,0.625,0.83984375,0.01953125,0
36,0.60546875,0.830078125,0.0390625,-0.009765625
37,0.5078125,0.72265625,0.068359375,-0.029296875
38,0.595703125,0.9375,0.01953125,0.009765625
39,0.654296875,0.830078125,-0.048828125,0.01953125
40,0.6640625,0.751953125,0.029296875,0.126953125
41,0.595703125,0.76171875,0.01953125,0.029296875
42,0.625,0.83984375,-0.029296875,0.05859375
43,0.6640625,0.771484375,0,0.146484375
44,0.64453125,0.78125,0.01953125,0.0390625
45,0.634765625,0.849609375,-0.01953125,0.029296875
46,0.625,0.80078125,0,0.009765625
47,0.64453125,0.83984375,-0.0390625,0.029296875
48,0.654296875,0.8203125,-0.01953125,0.009765625
49,0.693359375,0.830078125,-0.01953125,-0.0390625
50,0.654296875,0.8203125,-0.029296875,0.0390625
51,0.64453125,0.810546875,-0.029296875,0.048828125
52,0.64453125,0.859375,-0.009765625,0.048828125
53,0.625,0.791015625,0.01953125,0.078125
54,0.673828125,0.87890625,0.01953125,0.078125
55,0.615234375,0.791015625,-0.029296875,0.048828125
56,0.68359375,0.859375,-0.0390625,0.05859375
57,0.5859375,0.80078125,0.05859375,0.009765625
58,0.634765625,0.869140625,-0.029296875,-0.09765625
59,0.673828125,0.849609375,-0.029296875,0.09765625
60,0.60546875,0.83984375,-0.01953125,0.078125
61,0.64453125,0.869140625,-0.087890625,0.05859375
62,0.6640625,0.693359375,0,0.05859375
63,0.654296875,0.830078125,-0.087890625,0.029296875
64,0.625,0.888671875,0.029296875,0.01953125
65,0.78125,0.7421875,-0.068359375,0.244140625
66,0.60546875,0.8984375,-0.05859375,0.01953125
67,0.634765625,0.810546875,0.146484375,0.05859375
68,0.68359375,0.771484375,-0.029296875,0.15625
69,0.6640625,0.830078125,0.05859375,0
70,0.52734375,0.830078125,0.09765625,-0.05859375
71,0.60546875,1.005859375,-0.029296875,-0.283203125
72,0.6640625,0.87890625,0.15625,0.01953125
73,0.625,0.888671875,-0.09765625,0
74,0.576171875,0.927734375,0.029296875,-0.2734375
