[RESULT]
회차,상 승,상 승,상 승,상 승,하 강,하 강,하 강,하 강,     
회차,Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),Torque (L),Kurtosis (L),Torque (R),Kurtosis (R),결 과
5,1.037,2.754,0.874,3.028,0.042,2.758,0.048,2.288,OK

[TQ_DATA]
No,L-UP,R-UP,L-DN,R-DN
1,0.732421875,0.400390625,0.068359375,0.068359375
2,0.68359375,0.37109375,0.166015625,0.01953125
3,0.732421875,0.380859375,0.01953125,-0.234375
4,0.68359375,0.361328125,0.05859375,0
5,0.72265625,0.37109375,-0.078125,0.0390625
6,0.693359375,0.390625,-0.029296875,0.126953125
7,0.693359375,0.390625,0.009765625,-0.048828125
8,0.6640625,0.33203125,-0.09765625,-0.009765625
9,0.673828125,0.283203125,0,0.107421875
10,0.751953125,0.46875,-0.009765625,-0.068359375
11,0.703125,0.3515625,-0.09765625,0.029296875
12,0.703125,0.302734375,-0.01953125,-0.029296875
13,0.810546875,0.419921875,-0.0390625,-0.01953125
14,0.703125,0.41015625,-0.009765625,-0.01953125
15,0.72265625,0.341796875,-0.048828125,-0.029296875
16,0.64453125,0.37109375,0.029296875,0
17,0.56640625,0.458984375,0.0390625,-0.009765625
18,0.693359375,0.5859375,0.01953125,-0.087890625
19,0.68359375,0.37109375,0.009765625,0.01953125
20,0.6640625,0.439453125,0.0390625,-0.078125
21,0.68359375,0.517578125,-0.0390625,0.029296875
22,0.703125,0.390625,0,-0.0390625
23,0.60546875,0.390625,-0.01953125,0
24,0.712890625,0.25390625,-0.029296875,-0.029296875
25,0.732421875,0.3515625,0.05859375,0
26,0.771484375,0.46875,0.009765625,0.009765625
27,0.72265625,0.380859375,0.068359375,0.087890625
28,0.693359375,0.380859375,0,0.0390625
29,0.810546875,0.419921875,0.009765625,-0.029296875
30,0.771484375,0.341796875,0,0.09765625
31,0.76171875,0.41015625,0.05859375,-0.0390625
32,0.546875,0.37109375,0.05859375,0.048828125
33,0.703125,0.380859375,0.01953125,0.01953125
34,0.72265625,0.400390625,-0.05859375,0.0390625
35,0.634765625,0.419921875,-0.009765625,0.078125
36,0.732421875,0.390625,0.029296875,-0.05859375
37,0.673828125,0.390625,-0.01953125,-0.09765625
38,0.625,0.44921875,-0.009765625,0.029296875
39,0.72265625,0.37109375,0,-0.01953125
40,0.64453125,0.41015625,0.029296875,-0.087890625
41,0.458984375,0.46875,0,-0.087890625
42,0.703125,0.439453125,-0.01953125,0
43,0.673828125,0.390625,0.0390625,-0.048828125
44,0.419921875,0.361328125,0.087890625,-0.029296875
45,0.64453125,0.478515625,0.107421875,0.01953125
46,0.72265625,0.400390625,0.009765625,0.009765625
47,0.99609375,0.380859375,0.13671875,0.048828125
48,0.64453125,0.21484375,0.1171875,-0.05859375
49,0.712890625,0.419921875,0,0.029296875
50,0.888671875,0.380859375,-0.224609375,0.009765625
51,0.654296875,0.205078125,0.126953125,0.05859375
52,0.732421875,0.41015625,0.009765625,0.126953125
53,0.99609375,0.439453125,-0.15625,0.029296875
54,0.76171875,0.517578125,-0.17578125,0.05859375
55,0.732421875,0.439453125,-0.009765625,0.1171875
56,0.517578125,0.380859375,-0.126953125,-0.048828125
57,0.732421875,0.48828125,-0.185546875,-0.029296875
58,0.72265625,0.37109375,-0.029296875,0.05859375
59,0.498046875,0.44921875,0.087890625,0.009765625
60,0.703125,0.517578125,0.17578125,-0.09765625
61,0.615234375,0.419921875,-0.0390625,-0.09765625
62,0.732421875,0.4296875,0.029296875,0.01953125
63,0.673828125,0.341796875,0.302734375,-0.0390625
64,0.68359375,0.3515625,-0.009765625,-0.087890625
65,0.869140625,0.4296875,0.01953125,0.01953125
66,0.693359375,0.390625,0.21484375,0
67,0.673828125,0.302734375,-0.009765625,0.107421875
68,0.8203125,0.41015625,-0.01953125,0.01953125
69,0.712890625,0.33203125,-0.126953125,0.009765625
70,0.712890625,0.37109375,0.009765625,0.078125
71,0.693359375,0.341796875,-0.009765625,-0.029296875
72,0.537109375,0.37109375,-0.185546875,0.068359375
73,0.712890625,0.5078125,-0.068359375,0.0390625
74,0.6640625,0.283203125,0.029296875,0.048828125
75,0.595703125,0.361328125,0.09765625,0.029296875
76,0.76171875,0.595703125,0,-0.029296875
77,0.703125,0.380859375,-0.078125,-0.01953125
78,0.615234375,0.4296875,0.01953125,-0.01953125
79,0.693359375,0.283203125,0.009765625,-0.029296875
80,0.654296875,0.4296875,0.029296875,0
81,0.68359375,0.44921875,0.0390625,-0.029296875
82,0.68359375,0.322265625,-0.029296875,-0.01953125
83,0.703125,0.41015625,0.009765625,0.05859375
84,0.693359375,0.361328125,0.1171875,-0.048828125
85,0.68359375,0.302734375,-0.048828125,0
86,0.703125,0.44921875,0.0390625,-0.0390625
